indicado,senador,tema,pagina,codigo,macrocategoria,categoria
Rosa Weber,Pedro Taques (PDT),"Limitações à CPI, de acordo com o posicionamento de Celso de Mello",44,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Rosa Weber,Pedro Taques (PDT),Natureza dos tratados internacionais de proteção de direitos fundamentais e humanos,45,28,Outros ramos do Direito (não penal),Direito internacional e tratados
Rosa Weber,Pedro Taques (PDT),Resolução de casos que envolvem colisão de direitos fundamentais,45,26,Perfil e conduta do indicado,Posicionamento filosófico
Rosa Weber,Pedro Taques (PDT),Responsabilidade Civil do Estado por omissão do Poder Público,45,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Rosa Weber,Pedro Taques (PDT),Integração da Convenção de Palermo sobre crime organizado,45,28,Outros ramos do Direito (não penal),Direito internacional e tratados
Rosa Weber,Pedro Taques (PDT),"No contexto da Copa 2014 e Jogos Panamericanos 2016, se é possível a aplicação de temas de Direito Internacional em matéria de terrorismo pelo Poder Judiciário",45,28,Outros ramos do Direito (não penal),Direito internacional e tratados
Rosa Weber,Pedro Taques (PDT),Boa lei e bom juiz,46,26,Perfil e conduta do indicado,Posicionamento filosófico
Rosa Weber,Pedro Taques (PDT),Se o posicionamento do STJ e STF permitem que o agente político responda por improbidade administrativa,46,18,Outros ramos do Direito (não penal),Improbidade administrativa e combate à corrupção
Rosa Weber,Pedro Taques (PDT),Limitação do princípio da anterioridade eleitoral,46,25,Outros ramos do Direito (não penal),Direito eleitoral
Rosa Weber,Pedro Taques (PDT),Resoluções do TSE e ofensa ao art. 2º da Constituição,46,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Rosa Weber,Pedro Taques (PDT),Princípio da proporcionalidade e proteção insuficiente,47,26,Perfil e conduta do indicado,Posicionamento filosófico
Rosa Weber,Pedro Taques (PDT),Meta 2 do CNJ,47,15,Organização e funcionamento do Judiciário,"Controle do Judiciário (CNJ, CNMP e controle externo)"
Rosa Weber,Pedro Taques (PDT),Se o direito deve ser achado na rua ou na lei,47,26,Perfil e conduta do indicado,Posicionamento filosófico
Rosa Weber,Pedro Taques (PDT),Constitucionalismo social e a Constituição brasileira,47,26,Perfil e conduta do indicado,Posicionamento filosófico
Rosa Weber,Pedro Taques (PDT),Como foi o caminho para receber a indicação presidencial para o Supremo,47,6,Organização e funcionamento do Judiciário,Processo de indicação ao STF
Rosa Weber,Pedro Taques (PDT),Demora na apresentação de uma nova LOMAN pelo Supremo,48,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Rosa Weber,Demóstenes Torres (DEM),Posicionamento do Supremo sobre a supressão do exame criminológico na concessão de progressão de regime,48,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),Posicionamento sobre a interpretação do art. 44 da Lei 11.343/06,48,22,Direito penal e política criminal,Política criminal de drogas
Rosa Weber,Demóstenes Torres (DEM),Crime de furto e princípio da insignificância,49,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),Prisão preventiva e duração,49,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),Réu em regime fechado e faltas graves,49,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),Posicionamento do Supremo sobre liberdade provisória em tráfico ilícito de entorpecentes,49,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),Posicionamento do Supremo sobre prazo em interceptação telefônica,49,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),Fundamentação de sentença em recebimento de denúncia,49,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),Manutenção de réu preso em condenação com recurso pendente,50,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),Recepção do art. 127 da LEP pela Constituição Federal,50,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),Oitiva de testemunha de defesa em juízo deprecado e presença de querelante ou procurador,50,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),Posicionamento do Supremo acerca da equalização entre agravantes (reincidência) e atenuantes (confissão espontânea),50,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),Constitucionalidade de decisões de Câmaras Criminais extraordinárias compostas por juízes de primeiro grau por voluntariado,50,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Rosa Weber,Demóstenes Torres (DEM),Posicionamento do Supremo sobre atenuante de menoridade e agravantes objetivas,50,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),Posicionamento da indicada sobre a decisão do Supremo acerca da prescrição virtual,51,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),Posicionamento da indicada sobre a decisão do Supremo sobre vedação de liberdade provisória de preso em flagrante por porte de arma,51,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),Prazo máximo para cumprimento de medida de segurança,51,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),Possibilidade de prisão cautelar em crime grave e de repercussão social,51,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),Influência de maus antecedentes em inquéritos e ações penais em curso,51,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),"Réu com 70 anos, Art. 115 do CP e Recurso Extraordinário em acórdão condenatório",51,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Demóstenes Torres (DEM),Perda de representação partidária em ADI em curso,112,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Rosa Weber,Demóstenes Torres (DEM),Posicionamento da indicada sobre mutação constitucional,112,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Rosa Weber,Demóstenes Torres (DEM),Veto presidencial e propositura de ADPF,112,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Rosa Weber,Demóstenes Torres (DEM),Posicionamento do Supremo sobre fatos legislativos na jurisdição constitucional,112,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Rosa Weber,Demóstenes Torres (DEM),Omissão constitucional e sentença com perfil aditivo,112,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Rosa Weber,Demóstenes Torres (DEM),Inadmissão de matérias pelo Supremo por ausência de Repercussão Geral,113,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Rosa Weber,Demóstenes Torres (DEM),Modulação de efeitos das decisões do Supremo pelo Judiciário e Legislativo,113,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Rosa Weber,Aloysio Nunes Ferreira (PSDB),Papel do CNJ e CNMP e as corregedorias regionais,53,15,Organização e funcionamento do Judiciário,"Controle do Judiciário (CNJ, CNMP e controle externo)"
Rosa Weber,Aloysio Nunes Ferreira (PSDB),Possibilidade de greve entre magistrados,54,30,Outros ramos do Direito (não penal),Direito do trabalho
Rosa Weber,Aloysio Nunes Ferreira (PSDB),Limite de emendamento do Congresso Nacional,54,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Rosa Weber,Aloysio Nunes Ferreira (PSDB),Supremo pode decidir sobre relevância e urgência de medida provisória?,55,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Rosa Weber,Aloysio Nunes Ferreira (PSDB),Consequências da união homoafetiva e ativismo judicial,55,20,Direitos fundamentais e minorias,Direitos LGBTQIA+
Rosa Weber,Aloysio Nunes Ferreira (PSDB),Controle sobre recolhimentos tributários pelos sindicatos e controle de anuidades da OAB,55/56,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
Rosa Weber,Aloysio Nunes Ferreira (PSDB),Receita originária e deslocamento de ente federativo de royalties,56,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
Rosa Weber,Renan Calheiros (PMDB),Adequação do formato do Supremo e alto número de processos pendentes de julgamento,81,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Rosa Weber,Renan Calheiros (PMDB),Possibilidade de sobreposição de aspectos formais do processo no mérito do caso,82,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Rosa Weber,Renan Calheiros (PMDB),Decisão em detrimento de preceito fundamental e a possibilidade de efeitos modificativos em embargos declaratórios,82,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Rosa Weber,Marinor Brito (PSOL),Influência das definições de justiça de Amartya Sen e decisões do Supremo,87,26,Perfil e conduta do indicado,Posicionamento filosófico
Rosa Weber,Marinor Brito (PSOL),Posicionamento da indicada sobre a min. Eliana Calmon a respeito do corporativismo no Judiciário,88,15,Organização e funcionamento do Judiciário,"Controle do Judiciário (CNJ, CNMP e controle externo)"
Rosa Weber,Marinor Brito (PSOL),Aceitação de recursos protelatórios no Supremo,89,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Rosa Weber,Eduardo Suplicy (PT),Redução de férias para magistrados,91,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Rosa Weber,Eduardo Suplicy (PT),Execução após decisão de segunda instância,92,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Eduardo Suplicy (PT),Legalidade de greve no serviço público,92,30,Outros ramos do Direito (não penal),Direito do trabalho
Rosa Weber,Antônio Carlos Valadares (PSB),Ativismo judicial e judicialização da política,95/96,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Rosa Weber,Antônio Carlos Valadares (PSB),Possibilidade recursal e prescrição,96,17,Direito penal e política criminal,Direito penal e processual penal
Rosa Weber,Antônio Carlos Valadares (PSB),Aumento no número de juízes ou supressão de instância?,96/97,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Rosa Weber,Aécio Neves (PSDB),Temas que a indicada se sentiria impedida de julgar dada a parcialidade,105,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Rosa Weber,Aécio Neves (PSDB),Decreto presidencial e a lei para fixação de salário-mínimo,105,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Rosa Weber,Aécio Neves (PSDB),Salário-mínimo como base de cálculo para adicional de insalubridade,105,30,Outros ramos do Direito (não penal),Direito do trabalho
Rosa Weber,Aécio Neves (PSDB),Manifestação do Supremo acerca da inobservância de preceito constitucional que compromete o processo legislativo,106,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Rosa Weber,Inácio Arruda (PCdoB),Monopólio na área de comunicação e regulamentação dos arts. 220 e 221 da CF,108/109,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
Teori Zavascki,Álvaro Dias (PSDB),Se haverá participação do indicado no julgamento da Ação Penal 470 (Mensalão),12,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Teori Zavascki,Álvaro Dias (PSDB),Entendimento sobre ocorrência de improbidade administrativa na Ação Penal 470,13,43,Casos e eventos específicos,Mensalão (Ação Penal 470)
Teori Zavascki,Álvaro Dias (PSDB),Perda de mandato de parlamentares condenados em última instância,13,17,Direito penal e política criminal,Direito penal e processual penal
Teori Zavascki,Álvaro Dias (PSDB),Alinhamento com a corrente garantista do direito penal mínimo,13,26,Perfil e conduta do indicado,Posicionamento filosófico
Teori Zavascki,Álvaro Dias (PSDB),Questionamento sobre o direito penal mínimo,13,26,Perfil e conduta do indicado,Posicionamento filosófico
Teori Zavascki,Luiz Henrique (PMDB),Morosidade da justiça e descentralização das instâncias recursais do Judiciário,14,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Teori Zavascki,Luiz Henrique (PMDB),Criação de segunda instância na Justiça Federal em cada estado,14,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Teori Zavascki,Pedro Taques (PDT),Prisão e perda de mandato parlamentar em decisão transitada em julgado,14,17,Direito penal e política criminal,Direito penal e processual penal
Teori Zavascki,Pedro Taques (PDT),Enriquecimento ilícito e cumprimento da Convenção de Mérida,14,18,Outros ramos do Direito (não penal),Improbidade administrativa e combate à corrupção
Teori Zavascki,Pedro Taques (PDT),Transconstitucionalismo e a eficácia das decisões de tribunais internacionais,14,28,Outros ramos do Direito (não penal),Direito internacional e tratados
Teori Zavascki,Pedro Taques (PDT),"Modulação no controle de constitucionalidade, com fundamento no art. 52, X da Constituição",14,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Teori Zavascki,Pedro Taques (PDT),"Intimação de CPI para PGR, ministro do Supremo e presidente da República",14,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Teori Zavascki,Pedro Taques (PDT),Poderes da CCJ para suspender eficácia de regimento interno em controle preventivo de constitucionalidade,14,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Teori Zavascki,Pedro Taques (PDT),Medidas provisórias com matérias que desrespeita lei complementar,14,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Teori Zavascki,Pedro Taques (PDT),Opinião sobre teoria do domínio do fato,14,17,Direito penal e política criminal,Direito penal e processual penal
Teori Zavascki,Pedro Taques (PDT),Exigência de ato de ofício em crime de corrupção,14,17,Direito penal e política criminal,Direito penal e processual penal
Teori Zavascki,Pedro Taques (PDT),Provas produzidas por interceptação telefônica com fundamento na Lei 9.296/97,14,17,Direito penal e política criminal,Direito penal e processual penal
Teori Zavascki,Pedro Taques (PDT),Tipo penal da lei de lavagem de dinheiro,15,17,Direito penal e política criminal,Direito penal e processual penal
Teori Zavascki,Pedro Taques (PDT),Aplicação da técnica de interpretação conforme a Constituição,15,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Teori Zavascki,Pedro Taques (PDT),Existência de concurso formal entre lavagem de dinheiro e evasão de divisas,15,17,Direito penal e política criminal,Direito penal e processual penal
Teori Zavascki,Pedro Taques (PDT),Aplicação do princípio da proporcionalidade,15,26,Perfil e conduta do indicado,Posicionamento filosófico
Teori Zavascki,Pedro Taques (PDT),Se há foro de prerrogativa de função na aplicação da lei de improbidade,15,16,Direito penal e política criminal,Foro privilegiado / prerrogativa de função
Teori Zavascki,Pedro Taques (PDT),Segurança jurídica e interpretação oscilantes de tribunais superiores,15,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Teori Zavascki,Pedro Taques (PDT),Direito adquirido em matéria ambiental,15,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
Teori Zavascki,Pedro Taques (PDT),Existência de direitos absolutos na Constituição Federal,15,26,Perfil e conduta do indicado,Posicionamento filosófico
Teori Zavascki,Pedro Taques (PDT),"O que entende por 'existência digna', em termos constitucionais",15,26,Perfil e conduta do indicado,Posicionamento filosófico
Teori Zavascki,Pedro Taques (PDT),Se haverá participação do indicado no julgamento da Ação Penal 470 (Mensalão),15,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Teori Zavascki,Aloysio Nunes Ferreira (PSDB),Omissão legislativa e a disciplina constitucional do FPE,15,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
Teori Zavascki,Aloysio Nunes Ferreira (PSDB),Controle jurisdicional dos pressupostos constitucionais das medidas provisórias e sua utilização em matéria orçamentária,15,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Teori Zavascki,Aloysio Nunes Ferreira (PSDB),"Ativismo judicial, separação de poderes e reserva legal na concretização dos direitos fundamentais",15,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Teori Zavascki,Aloysio Nunes Ferreira (PSDB),"Poder normativo do TSE, separação de poderes e reserva de competência legislativa",15,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Teori Zavascki,Aloysio Nunes Ferreira (PSDB),Natureza jurídica e tipificação do enriquecimento ilícito no ordenamento jurídico brasileiro,16,18,Outros ramos do Direito (não penal),Improbidade administrativa e combate à corrupção
Teori Zavascki,Aloysio Nunes Ferreira (PSDB),"A função do Senado Federal no controle de constitucionalidade e a atualidade do art. 52, X, da Constituição Federal",16,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Teori Zavascki,Aloysio Nunes Ferreira (PSDB),Expansão normativa de direitos pelo Legislativo federal e sustentabilidade fiscal dos Estados no âmbito do federalismo brasileiro,16,32,Jurisdição constitucional e separação de poderes,Federalismo e autonomia dos entes federativos
Teori Zavascki,Aloysio Nunes Ferreira (PSDB),Aplicação da teoria dos poderes implícitos para fundamentar a atuação investigatória do Ministério Público,16,17,Direito penal e política criminal,Direito penal e processual penal
Teori Zavascki,Aloysio Nunes Ferreira (PSDB),Efeitos suspensivos em RE e REsp por decisão monocrática,16,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Teori Zavascki,Aloysio Nunes Ferreira (PSDB),Os limites do habeas corpus diante da existência de recurso próprio no processo penal brasileiro,16,17,Direito penal e política criminal,Direito penal e processual penal
Teori Zavascki,Aloysio Nunes Ferreira (PSDB),O aumento dos prazos prescricionais como instrumento de combate à impunidade,16,17,Direito penal e política criminal,Direito penal e processual penal
Teori Zavascki,Aloysio Nunes Ferreira (PSDB),A possibilidade de progressão de regime em salto,16,17,Direito penal e política criminal,Direito penal e processual penal
Teori Zavascki,Aloysio Nunes Ferreira (PSDB),Dosimetria penal quanto à fixação da pena abaixo do mínimo cominado em lei,16,17,Direito penal e política criminal,Direito penal e processual penal
Teori Zavascki,Aloysio Nunes Ferreira (PSDB),"A aplicação do princípio da insignificância no contexto da Lei Antidrogas, especialmente no caso de porte de drogas para consumo próprio",16,22,Direito penal e política criminal,Política criminal de drogas
Teori Zavascki,Eduardo Suplicy (PT),O posicionamento sobre as 19 condicionantes fixadas pelo STF no caso Raposa Serra do Sol,16,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Teori Zavascki,Eduardo Suplicy (PT),Manutenção ou fim do foro privilegiado,16,16,Direito penal e política criminal,Foro privilegiado / prerrogativa de função
Teori Zavascki,Eduardo Suplicy (PT),Aplicação do Protocolo de Perspectiva de gênero na magistratura,17,19,Direitos fundamentais e minorias,Direitos de gênero
Teori Zavascki,Eduardo Suplicy (PT),A atuação do Judiciário na correção das desigualdades de gênero no Brasil,17,19,Direitos fundamentais e minorias,Direitos de gênero
Teori Zavascki,Eduardo Suplicy (PT),"A incorporação de mecanismos de participação social, especialmente as audiências públicas, no âmbito jurisdicional",17,29,Organização e funcionamento do Judiciário,Participação social no Judiciário
Teori Zavascki,Eduardo Suplicy (PT),"O direito de propriedade e o direito à moradia, especialmente diante de ocupações por movimentos sociais",17,33,Direitos fundamentais e minorias,Direitos sociais e judicialização da saúde
Teori Zavascki,Eduardo Suplicy (PT),Alteração do processo de escolha dos ministros do Supremo Tribunal Federal,17,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Teori Zavascki,Eduardo Suplicy (PT),Pede exemplos de instrumentos de políticas públicas econômicas e sociais para colocar em prática a justiça social,17,33,Direitos fundamentais e minorias,Direitos sociais e judicialização da saúde
Teori Zavascki,Ricardo Ferraço (PMDB),"Valoração da prova no processo penal, especialmente o uso de provas indiretas como fundamento exclusivo para condenação criminal",36,17,Direito penal e política criminal,Direito penal e processual penal
Teori Zavascki,Ricardo Ferraço (PMDB),Omissão legislativa e soluções constitucionais para a regulamentação do FPE,36,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
Teori Zavascki,Ricardo Ferraço (PMDB),"Controle de constitucionalidade de benefícios fiscais estaduais, papel do Confaz e debate sobre ativismo judicial do STF em matéria tributária",36,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
Teori Zavascki,Ricardo Ferraço (PMDB),Reforma do sistema recursal e seus impactos na coisa julgada e na execução das decisões judiciais,36/37,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Teori Zavascki,Ricardo Ferraço (PMDB),Medidas provisórias e o requisito da pertinência temática previsto no art. 62 da CF,37,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Teori Zavascki,Ricardo Ferraço (PMDB),"Uso de medidas provisórias e decretos na regulação do setor elétrico, concessões públicas e exigência constitucional de licitação",37,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Teori Zavascki,Ricardo Ferraço (PMDB),Modulação dos efeitos das decisões do STF em matéria tributária,37,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Teori Zavascki,Ricardo Ferraço (PMDB),"Fundamentos constitucionais da prisão preventiva, com foco na gravidade do crime e na repercussão social",38,17,Direito penal e política criminal,Direito penal e processual penal
Teori Zavascki,Ricardo Ferraço (PMDB),Mutação constitucional e redefinição do papel do Senado Federal no controle de constitucionalidade,38,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Teori Zavascki,Ricardo Ferraço (PMDB),"Cabimento da ADPF em face de atos do Poder Executivo, especificamente o veto presidencial",38,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Teori Zavascki,Ricardo Ferraço (PMDB),Competência dos juízes de primeiro grau para a aplicação da técnica da interpretação conforme a Constituição e seus limites institucionais,38,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Teori Zavascki,Ricardo Ferraço (PMDB),Distribuição de competências para uniformização da jurisprudência quando o STF não reconhece repercussão geral,38,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Teori Zavascki,Ricardo Ferraço (PMDB),Natureza constitucional da maioridade penal e o debate sobre sua eventual qualificação como cláusula pétrea,38,17,Direito penal e política criminal,Direito penal e processual penal
Teori Zavascki,Ricardo Ferraço (PMDB),"Regime constitucional dos precatórios, execução provisória contra a Fazenda Pública e exigência do trânsito em julgado para expedição de precatório",38,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
Teori Zavascki,Aécio Neves (PSDB),"Controle de constitucionalidade de benefícios fiscais estaduais, exigência de unanimidade no Confaz e possibilidade de modulação de efeitos",38/39,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
Teori Zavascki,Aécio Neves (PSDB),Tensão entre o direito fundamental à propriedade e o direito social à moradia,39,33,Direitos fundamentais e minorias,Direitos sociais e judicialização da saúde
Teori Zavascki,Aécio Neves (PSDB),Foro por prerrogativa de função e a responsabilização de agentes políticos,39,16,Direito penal e política criminal,Foro privilegiado / prerrogativa de função
Teori Zavascki,Aécio Neves (PSDB),Quais impedimentos o indicado prevê durante sua atuação no STF,39,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Teori Zavascki,Antônio Carlos Valadares (PSB),Compatibilidade entre o princípio do duplo grau de jurisdição e o foro privilegiado,39,16,Direito penal e política criminal,Foro privilegiado / prerrogativa de função
Teori Zavascki,Antônio Carlos Valadares (PSB),Ampliação da idade para aposentadoria compulsória,39,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Teori Zavascki,Antônio Carlos Valadares (PSB),A proposta de financiamento público exclusivo no financiamento de campanhas eleitorais,39,25,Outros ramos do Direito (não penal),Direito eleitoral
Teori Zavascki,Antônio Carlos Valadares (PSB),Magistratura especializada na Justiça Federal e compatibilidade com o segundo grau de jurisdição,39,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Teori Zavascki,Antônio Carlos Valadares (PSB),Incorporação de tratados internacionais e a Convenção nº 169 da OIT,39,28,Outros ramos do Direito (não penal),Direito internacional e tratados
Teori Zavascki,Antônio Carlos Valadares (PSB),Ensino religioso e laicidade do Estado na educação pública,39,37,Direitos fundamentais e minorias,Estado laico e liberdade religiosa
Teori Zavascki,Antônio Carlos Valadares (PSB),"Política criminal de drogas, com foco na criminalização ou não do usuário",39,22,Direito penal e política criminal,Política criminal de drogas
Teori Zavascki,Antônio Carlos Valadares (PSB),Incorporação da perspectiva de gênero na magistratura e papel do Judiciário na promoção da igualdade de gênero,39,19,Direitos fundamentais e minorias,Direitos de gênero
Teori Zavascki,Rodrigo Rollemberg (PSB),Sentenças aditivas e proatividade do Judiciário,40,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Teori Zavascki,Rodrigo Rollemberg (PSB),Aposentadoria compulsória de agentes públicos aos 70 anos,40,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Teori Zavascki,Rodrigo Rollemberg (PSB),Acúmulo de funções de ministros do STF e TSE e compatibilidade com duplo grau de jurisdição,40,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Teori Zavascki,Rodrigo Rollemberg (PSB),Pertinência de ações coletivas no âmbito do Direito do Consumidor,40,46,Outros ramos do Direito (não penal),Direito do consumidor
Teori Zavascki,José Agripino (DEM),"Morosidade judicial e impunidade, especificamente no contexto do Mensalão sob o fundamento de prescrição",40/41,43,Casos e eventos específicos,Mensalão (Ação Penal 470)
Teori Zavascki,Tomás Correia (PMDB),Controle de constitucionalidade sob leis de efeito concreto,41,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Teori Zavascki,Tomás Correia (PMDB),Possibilidade de o legislador ordinário ampliar crimes imprescritíveis,41,17,Direito penal e política criminal,Direito penal e processual penal
Teori Zavascki,Tomás Correia (PMDB),CNJ e atuação internacional,41,15,Organização e funcionamento do Judiciário,"Controle do Judiciário (CNJ, CNMP e controle externo)"
Teori Zavascki,Tomás Correia (PMDB),Decisão de indisponibilidade de bens por meio de CPI,41,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Teori Zavascki,Inácio Arruda (PCdoB),Escolha de desembargadores por meio dos governadores,42,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Teori Zavascki,Inácio Arruda (PCdoB),Acúmulo de funções de ministros do STF e TSE,42,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Teori Zavascki,Inácio Arruda (PCdoB),Irregularidades em financiamento eleitoral,42,25,Outros ramos do Direito (não penal),Direito eleitoral
Teori Zavascki,Inácio Arruda (PCdoB),Atuação do STF sob fundamento processual ou midiático,42,34,Organização e funcionamento do Judiciário,Manifestação pública de magistrados e decoro
Teori Zavascki,Inácio Arruda (PCdoB),"Pressão midiática sobre Congresso, senadores e deputados",42,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
Luís Roberto Barroso,Vital do Rêgo (PMDB),Ativismo judicial,7,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Luís Roberto Barroso,Vital do Rêgo (PMDB),Papel do CNJ e CNMP,7,15,Organização e funcionamento do Judiciário,"Controle do Judiciário (CNJ, CNMP e controle externo)"
Luís Roberto Barroso,Vital do Rêgo (PMDB),Papel constitucional do Senado na suspensão da execução de lei declarada inconstitucional pelo Supremo em controle incidental,7,13,Jurisdição constitucional e separação de poderes,Controle de constitucionalidade
Luís Roberto Barroso,Vital do Rêgo (PMDB),Alternativas para a indicação de membros do STF,7,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Luís Roberto Barroso,Vital do Rêgo (PMDB),Ampliação do tempo de vida de anencéfalos e alteração do posicionamento do indicado,7,35,Direitos fundamentais e minorias,Bioética e pesquisa científica
Luís Roberto Barroso,Vital do Rêgo (PMDB),Maioridade penal como cláusula pétrea,7,17,Direito penal e política criminal,Direito penal e processual penal
Luís Roberto Barroso,Vital do Rêgo (PMDB),União homoafetiva e invasão de competência legislativa,7,20,Direitos fundamentais e minorias,Direitos LGBTQIA+
Luís Roberto Barroso,Vital do Rêgo (PMDB),Limites de investigação do Ministério Público,7,17,Direito penal e política criminal,Direito penal e processual penal
Luís Roberto Barroso,Vital do Rêgo (PMDB),Regulação da liberdade de imprensa,8,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
